filename,selection,is_correct,worker_id
009867_crop.jpg,real,True,691
fake_celeba_styleGAN_1072.png,real,False,702
fake_celeba_styleGAN_1028.png,fake,True,696
fake_celeba_proGAN_4400.png,real,False,708
038647_crop.jpg,real,True,691
fake_celeba_styleGAN_1028.png,real,False,703
fake_celeba_styleGAN_1072.png,real,False,696
035370_crop.jpg,real,True,691
fake_celeba_styleGAN_1028.png,real,False,708
024585_crop.jpg,real,True,708
009867_crop.jpg,fake,False,701
038647_crop.jpg,real,True,705
fake_celeba_styleGAN_1048.png,real,False,703
024585_crop.jpg,fake,False,707
fake_celeba_styleGAN_100.png,fake,True,689
035129_crop.jpg,real,True,696
038647_crop.jpg,real,True,690
fake_celeba_styleGAN_1.png,real,False,691
fake_celeba_styleGAN_1065.png,fake,True,708
fake_celeba_styleGAN_1066.png,real,False,691
038678_crop.jpg,real,True,691
034990_crop.jpg,real,True,690
fake_celeba_styleGAN_1054.png,fake,True,689
035370_crop.jpg,real,True,701
017454_crop.jpg,real,True,707
fake_celeba_styleGAN_107.png,real,False,706
035370_crop.jpg,real,True,690
035977_crop.jpg,real,True,700
034990_crop.jpg,real,True,703
fake_celeba_styleGAN_1049.png,real,False,690
031283_crop.jpg,real,True,707
fake_celeba_styleGAN_1030.png,real,False,696
fake_celeba_styleGAN_1072.png,real,False,718
fake_celeba_styleGAN_1004.png,real,False,691
fake_celeba_styleGAN_1054.png,fake,True,705
fake_celeba_styleGAN_1047.png,real,False,700
017454_crop.jpg,real,True,715
fake_celeba_styleGAN_109.png,real,False,705
fake_celeba_styleGAN_109.png,real,False,702
fake_celeba_styleGAN_1002.png,real,False,705
fake_celeba_styleGAN_1.png,real,False,706
029278_crop.jpg,real,True,691
fake_celeba_styleGAN_100.png,fake,True,714
006549_crop.jpg,real,True,691
fake_celeba_styleGAN_107.png,real,False,714
fake_celeba_styleGAN_1002.png,fake,True,690
fake_celeba_styleGAN_1072.png,fake,True,720
fake_celeba_styleGAN_109.png,fake,True,700
008580_crop.jpg,fake,False,689
fake_celeba_styleGAN_1021.png,real,False,706
000798_crop.jpg,fake,False,689
fake_celeba_styleGAN_1.png,fake,True,707
fake_celeba_styleGAN_1023.png,fake,True,705
fake_celeba_styleGAN_1077.png,real,False,702
fake_celeba_styleGAN_1048.png,fake,True,719
031283_crop.jpg,real,True,717
026648_crop.jpg,real,True,691
022088_crop.jpg,real,True,702
009867_crop.jpg,fake,False,720
009320_crop.jpg,real,True,707
035129_crop.jpg,real,True,719
022088_crop.jpg,real,True,703
fake_celeba_styleGAN_1041.png,real,False,691
fake_celeba_styleGAN_102.png,fake,True,715
fake_celeba_styleGAN_1021.png,fake,True,708
023831_crop.jpg,real,True,705
fake_celeba_styleGAN_102.png,fake,True,707
038647_crop.jpg,fake,False,720
fake_celeba_styleGAN_1077.png,real,False,700
022088_crop.jpg,real,True,706
000798_crop.jpg,real,True,702
007977_crop.jpg,fake,False,689
fake_celeba_styleGAN_1080.png,real,False,691
fake_celeba_styleGAN_1054.png,fake,True,696
fake_celeba_styleGAN_1049.png,fake,True,718
fake_celeba_styleGAN_1000.png,real,False,701
035155_crop.jpg,fake,False,701
017454_crop.jpg,real,True,720
009867_crop.jpg,real,True,724
021238_crop.jpg,real,True,691
fake_celeba_styleGAN_1072.png,real,False,725
fake_celeba_styleGAN_1066.png,real,False,700
fake_celeba_styleGAN_1066.png,real,False,714
fake_celeba_styleGAN_1000.png,real,False,702
fake_celeba_styleGAN_1051.png,fake,True,690
fake_celeba_styleGAN_1040.png,real,False,691
fake_celeba_styleGAN_1065.png,fake,True,725
039773_crop.jpg,real,True,691
008580_crop.jpg,real,True,714
007977_crop.jpg,real,True,703
fake_celeba_styleGAN_1017.png,real,False,705
fake_celeba_styleGAN_1082.png,real,False,700
036685_crop.jpg,fake,False,701
fake_celeba_styleGAN_1051.png,real,False,700
025704_crop.jpg,fake,False,714
fake_celeba_styleGAN_1012.png,fake,True,708
fake_celeba_styleGAN_1061.png,real,False,696
031283_crop.jpg,real,True,725
fake_celeba_styleGAN_1051.png,real,False,708
025704_crop.jpg,real,True,700
036685_crop.jpg,real,True,703
fake_celeba_styleGAN_1002.png,fake,True,696
fake_celeba_styleGAN_1000.png,real,False,714
035370_crop.jpg,real,True,720
023831_crop.jpg,real,True,706
007977_crop.jpg,fake,False,700
fake_celeba_styleGAN_1033.png,real,False,701
fake_celeba_styleGAN_1012.png,fake,True,707
fake_celeba_styleGAN_1033.png,real,False,689
028975_crop.jpg,real,True,691
023831_crop.jpg,fake,False,718
032793_crop.jpg,real,True,715
029278_crop.jpg,real,True,702
fake_celeba_styleGAN_107.png,real,False,725
006549_crop.jpg,real,True,690
fake_celeba_styleGAN_1073.png,real,False,705
fake_celeba_styleGAN_1033.png,real,False,703
fake_celeba_styleGAN_1036.png,real,False,702
fake_celeba_styleGAN_1041.png,real,False,689
fake_celeba_styleGAN_1012.png,fake,True,713
025960_crop.jpg,fake,False,715
002325_crop.jpg,fake,False,708
fake_celeba_styleGAN_1082.png,fake,True,713
000798_crop.jpg,fake,False,713
fake_celeba_styleGAN_1013.png,real,False,705
036685_crop.jpg,real,True,718
fake_celeba_styleGAN_1067.png,fake,True,701
025704_crop.jpg,fake,False,717
041141_crop.jpg,fake,False,700
fake_celeba_styleGAN_102.png,fake,True,724
021238_crop.jpg,real,True,701
fake_celeba_styleGAN_1015.png,real,False,714
041141_crop.jpg,real,True,718
039773_crop.jpg,fake,False,715
fake_celeba_styleGAN_1085.png,fake,True,705
fake_celeba_styleGAN_102.png,fake,True,720
fake_celeba_styleGAN_1961.png,real,False,691
fake_celeba_styleGAN_1023.png,fake,True,696
fake_celeba_styleGAN_103.png,real,False,690
fake_celeba_styleGAN_1016.png,real,False,715
fake_celeba_styleGAN_1021.png,fake,True,725
fake_celeba_styleGAN_1002.png,fake,True,724
029278_crop.jpg,fake,False,700
005075_crop.jpg,real,True,691
039670_crop.jpg,fake,False,713
fake_celeba_styleGAN_1041.png,fake,True,702
fake_celeba_styleGAN_1916.png,real,False,691
fake_celeba_styleGAN_1066.png,real,False,724
fake_celeba_styleGAN_1015.png,fake,True,706
fake_celeba_styleGAN_1056.png,fake,True,690
fake_celeba_proGAN_4400.png,real,False,727
fake_celeba_styleGAN_1056.png,real,False,718
fake_celeba_styleGAN_241.png,real,False,691
fake_celeba_styleGAN_1067.png,fake,True,714
fake_celeba_styleGAN_1076.png,real,False,703
026648_crop.jpg,fake,False,706
021238_crop.jpg,real,True,702
024585_crop.jpg,fake,False,729
013908_crop.jpg,real,True,713
002325_crop.jpg,fake,False,713
fake_celeba_styleGAN_2014.png,fake,True,691
fake_celeba_styleGAN_1825.png,real,False,691
fake_celeba_styleGAN_2169.png,real,False,691
fake_celeba_styleGAN_1069.png,fake,True,702
fake_celeba_styleGAN_1080.png,fake,True,718
fake_celeba_styleGAN_1080.png,real,False,690
fake_celeba_styleGAN_1037.png,fake,True,706
024585_crop.jpg,real,True,731
041035_crop.jpg,fake,False,689
fake_celeba_styleGAN_1017.png,real,False,707
032427_crop.jpg,real,True,703
fake_celeba_styleGAN_1036.png,fake,True,707
041035_crop.jpg,real,True,703
fake_celeba_styleGAN_1015.png,fake,True,717
042792_crop.jpg,real,True,701
035129_crop.jpg,fake,False,729
007935_crop.jpg,real,True,730
fake_celeba_styleGAN_3190.png,real,False,715
fake_celeba_styleGAN_1057.png,fake,True,689
038647_crop.jpg,fake,False,728
fake_celeba_styleGAN_1069.png,real,False,690
fake_celeba_styleGAN_1080.png,real,False,706
fake_celeba_styleGAN_3327.png,fake,True,715
fake_celeba_styleGAN_107.png,real,False,730
013475_crop.jpg,fake,False,718
026648_crop.jpg,real,True,707
fake_celeba_styleGAN_2229.png,real,False,691
034650_crop.jpg,real,True,703
fake_celeba_styleGAN_2127.png,fake,True,705
035977_crop.jpg,fake,False,729
028975_crop.jpg,real,True,703
041469_crop.jpg,real,True,701
fake_celeba_styleGAN_1016.png,real,False,718
fake_celeba_styleGAN_3674.png,fake,True,715
041469_crop.jpg,fake,False,703
fake_celeba_styleGAN_3620.png,real,False,715
fake_celeba_styleGAN_1988.png,real,False,691
fake_celeba_styleGAN_2287.png,real,False,691
041035_crop.jpg,real,True,702
034990_crop.jpg,fake,False,729
004557_crop.jpg,real,True,691
003661_crop.jpg,fake,False,705
005223_crop.jpg,fake,False,715
fake_celeba_styleGAN_107.png,real,False,729
