"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.item1_image_url","Input.item2_image_url","Answer.realistic","Answer.realistic.label","Approve","Reject"
"3I6NF2WGIGWG8QB7IZW6E6E09S3G5Z","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","34J10VATJFYMJNYUIHPELDHU43VIQL","AJFS39RTZY3LC","Submitted","Thu Jul 25 15:24:23 PDT 2019","Thu Jul 25 15:24:48 PDT 2019","Sat Jul 27 15:24:48 PDT 2019","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/lsgan/lsgan-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-10.jpg","","Image 1"
"3I6NF2WGIGWG8QB7IZW6E6E09S3G5Z","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3CCZ6YKWR7J4F0MTUVVYA9N0PHL59C","A2F5NCG5YURL0U","Submitted","Thu Jul 25 15:24:19 PDT 2019","Thu Jul 25 15:24:23 PDT 2019","Sat Jul 27 15:24:23 PDT 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/lsgan/lsgan-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-10.jpg","","Image 2"
"3I6NF2WGIGWG8QB7IZW6E6E09S3G5Z","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3X31TUMD7XM0SKMJI5WCCS1EDVY1LO","A2XFO0X6RCS98M","Submitted","Thu Jul 25 15:25:24 PDT 2019","Thu Jul 25 15:25:43 PDT 2019","Sat Jul 27 15:25:43 PDT 2019","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/lsgan/lsgan-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-10.jpg","","Image 1"
"375VMB7D4JJP8UWVNTESXUF81MTDIW","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","374TNBHA8BV89NDZMZBH71BIUMTYQ7","AMWIBULQ4S8K3","Submitted","Thu Jul 25 15:25:13 PDT 2019","Thu Jul 25 15:27:06 PDT 2019","Sat Jul 27 15:27:06 PDT 2019","","","","113","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-8.jpg","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-1.jpg","","Image 1"
"375VMB7D4JJP8UWVNTESXUF81MTDIW","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3EFE17QCRC5Y082N43WYG1VGME0HSF","A1FNNL4YJGBU8U","Submitted","Thu Jul 25 15:24:08 PDT 2019","Thu Jul 25 15:24:12 PDT 2019","Sat Jul 27 15:24:12 PDT 2019","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-8.jpg","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-1.jpg","","Image 1"
"375VMB7D4JJP8UWVNTESXUF81MTDIW","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3OS46CRSLFZYVBZA2FAZUXQXC4EV6X","A3CJS37DSXQOAZ","Submitted","Thu Jul 25 15:23:54 PDT 2019","Thu Jul 25 15:24:03 PDT 2019","Sat Jul 27 15:24:03 PDT 2019","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-8.jpg","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-1.jpg","","Image 2"
"3GONHBMNHVYE7ERI0Q1HGF5S6DNMZK","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3DR23U6WE5ENVYO032TI53UPWHMETL","A2JP9IKRHNLRPI","Submitted","Thu Jul 25 15:23:06 PDT 2019","Thu Jul 25 15:25:07 PDT 2019","Sat Jul 27 15:25:07 PDT 2019","","","","121","100% (1/1)","100% (1/1)","100% (1/1)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/real/real-sample-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/wgan/wgan5.png","","Image 1"
"3GONHBMNHVYE7ERI0Q1HGF5S6DNMZK","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3JPSL1DZ5SZMA824Q15K0LY6MK3NAZ","A681XM15AN28F","Submitted","Thu Jul 25 15:25:25 PDT 2019","Thu Jul 25 15:25:32 PDT 2019","Sat Jul 27 15:25:32 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/real/real-sample-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/wgan/wgan5.png","","Image 1"
"3GONHBMNHVYE7ERI0Q1HGF5S6DNMZK","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:28 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:28 PDT 2019","","","3LJ7UR74RHD78JMNH0VTNIC6UA74N5","A1G10UPKNT2YEX","Submitted","Thu Jul 25 15:24:04 PDT 2019","Thu Jul 25 15:24:51 PDT 2019","Sat Jul 27 15:24:51 PDT 2019","","","","47","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/real/real-sample-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/wgan/wgan5.png","","Image 1"
"3VCK0Q0PO5ENNB6S8X3PNVR6TWEN0T","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:29 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:29 PDT 2019","","","339ANSOTR5208K0Z5C5HPR5L5X3IKT","A2AUMGW4F3G1OF","Submitted","Thu Jul 25 15:24:20 PDT 2019","Thu Jul 25 15:24:27 PDT 2019","Sat Jul 27 15:24:27 PDT 2019","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/wgan/wgan-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-4.jpg","Image 2",""
"3VCK0Q0PO5ENNB6S8X3PNVR6TWEN0T","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:29 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:29 PDT 2019","","","3DY4FPOOA1ORHUXUU3DX5SHT8RSVRV","AMWIBULQ4S8K3","Submitted","Thu Jul 25 15:24:10 PDT 2019","Thu Jul 25 15:24:54 PDT 2019","Sat Jul 27 15:24:54 PDT 2019","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/wgan/wgan-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-4.jpg","","Image 2"
"3VCK0Q0PO5ENNB6S8X3PNVR6TWEN0T","3027X0504KWZ4682HCU3FRHISFP35H","Given a pair of images, pick which is more realistic","You will see two images at a time and be asked to choose which of the two looks more realistic.","item, equality, comparison","$0.05","Thu Jul 25 15:22:29 PDT 2019","3","BatchId:3716381;OriginalHitTemplateId:928390889;","3600","172800","Thu Aug 01 15:22:29 PDT 2019","","","3VW04L3ZLT63IFO13HK7IV02PJLXXW","A2U83S62P8SZ6T","Submitted","Thu Jul 25 15:24:03 PDT 2019","Thu Jul 25 15:24:08 PDT 2019","Sat Jul 27 15:24:08 PDT 2019","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://amt-trial-batch.s3-us-west-1.amazonaws.com/wgan/wgan-3.png","https://amt-trial-batch.s3-us-west-1.amazonaws.com/glow/glow_samples-4.jpg","","Image 2"
