filename,selection,is_correct,worker_id
035129_crop.jpg,real,True,605
017359_crop.jpg,fake,False,605
025704_crop.jpg,real,True,605
011830_crop.jpg,real,True,605
033791_crop.jpg,fake,False,605
011830_crop.jpg,fake,False,606
fake_celeba_proGAN_4400.png,real,False,605
fake_celeba_proGAN_4400.png,fake,True,606
035129_crop.jpg,real,True,606
fake_celeba_proGAN_4945.png,real,False,605
017359_crop.jpg,fake,False,606
fake_celeba_proGAN_4372.png,fake,True,605
fake_celeba_proGAN_1020.png,real,False,605
fake_celeba_proGAN_4945.png,fake,True,606
025704_crop.jpg,fake,False,606
fake_celeba_proGAN_214.png,real,False,605
041035_crop.jpg,fake,False,605
fake_celeba_proGAN_4372.png,real,False,606
fake_celeba_proGAN_1197.png,real,False,605
fake_celeba_proGAN_4428.png,fake,True,605
017454_crop.jpg,real,True,605
fake_celeba_proGAN_3970.png,real,False,605
008580_crop.jpg,real,True,605
023831_crop.jpg,real,True,605
009320_crop.jpg,real,True,605
fake_celeba_proGAN_1197.png,fake,True,606
fake_celeba_proGAN_4366.png,real,False,605
fake_celeba_proGAN_4428.png,fake,True,606
029021_crop.jpg,fake,False,605
017454_crop.jpg,real,True,606
007935_crop.jpg,real,True,605
fake_celeba_proGAN_2717.png,real,False,605
fake_celeba_proGAN_1550.png,fake,True,605
035977_crop.jpg,real,True,605
fake_celeba_proGAN_764.png,real,False,605
023831_crop.jpg,fake,False,606
026648_crop.jpg,real,True,606
fake_celeba_proGAN_4366.png,fake,True,606
035155_crop.jpg,real,True,606
021238_crop.jpg,real,True,605
007935_crop.jpg,real,True,606
fake_celeba_proGAN_2930.png,fake,True,606
fake_celeba_proGAN_2717.png,real,False,606
fake_celeba_proGAN_1222.png,fake,True,605
035977_crop.jpg,fake,False,606
fake_celeba_proGAN_3838.png,real,False,605
036685_crop.jpg,fake,False,606
029278_crop.jpg,fake,False,605
fake_celeba_proGAN_1544.png,real,False,605
fake_celeba_proGAN_770.png,real,False,606
fake_celeba_proGAN_4158.png,fake,True,605
031283_crop.jpg,real,True,605
fake_celeba_proGAN_1222.png,real,False,606
fake_celeba_proGAN_1801.png,real,False,605
fake_celeba_proGAN_599.png,real,False,606
fake_celeba_proGAN_3838.png,real,False,606
042792_crop.jpg,fake,False,605
fake_celeba_proGAN_572.png,real,False,605
fake_celeba_proGAN_4158.png,fake,True,606
fake_celeba_proGAN_4602.png,fake,True,605
fake_celeba_proGAN_1020.png,fake,True,606
fake_celeba_proGAN_1949.png,real,False,605
fake_celeba_proGAN_3421.png,fake,True,605
033791_crop.jpg,fake,False,606
fake_celeba_proGAN_1587.png,real,False,605
fake_celeba_proGAN_214.png,real,False,606
041035_crop.jpg,fake,False,606
026648_crop.jpg,real,True,605
fake_celeba_proGAN_3145.png,fake,True,605
035155_crop.jpg,real,True,605
fake_celeba_proGAN_2930.png,real,False,605
fake_celeba_proGAN_3970.png,fake,True,606
fake_celeba_proGAN_1949.png,fake,True,606
fake_celeba_proGAN_4825.png,real,False,605
fake_celeba_proGAN_3421.png,fake,True,606
fake_celeba_proGAN_1587.png,fake,True,606
008580_crop.jpg,fake,False,606
009320_crop.jpg,real,True,606
036685_crop.jpg,real,True,605
fake_celeba_proGAN_3145.png,real,False,606
029021_crop.jpg,real,True,606
fake_celeba_proGAN_770.png,real,False,605
fake_celeba_proGAN_2501.png,real,False,605
fake_celeba_proGAN_4825.png,fake,True,606
fake_celeba_proGAN_1550.png,fake,True,606
013475_crop.jpg,real,True,605
fake_celeba_proGAN_599.png,fake,True,605
fake_celeba_proGAN_764.png,real,False,606
fake_celeba_proGAN_3964.png,real,False,605
016823_crop.jpg,fake,False,605
021238_crop.jpg,fake,False,606
002325_crop.jpg,real,True,605
fake_celeba_proGAN_4979.png,real,False,605
fake_celeba_proGAN_2501.png,fake,True,606
039773_crop.jpg,real,True,605
013475_crop.jpg,fake,False,606
038678_crop.jpg,fake,False,605
029278_crop.jpg,real,True,606
fake_celeba_proGAN_3964.png,real,False,606
fake_celeba_proGAN_1544.png,real,False,606
034618_crop.jpg,real,True,605
fake_celeba_proGAN_3192.png,real,False,605
002325_crop.jpg,fake,False,606
fake_celeba_proGAN_1961.png,real,False,605
fake_celeba_proGAN_4979.png,real,False,606
031283_crop.jpg,fake,False,606
039773_crop.jpg,real,True,606
fake_celeba_proGAN_2703.png,fake,True,605
016823_crop.jpg,fake,False,606
fake_celeba_proGAN_1975.png,fake,True,605
007977_crop.jpg,real,True,605
039324_crop.jpg,real,True,605
032427_crop.jpg,real,True,605
fake_celeba_proGAN_3810.png,real,False,605
fake_celeba_proGAN_1801.png,real,False,606
042792_crop.jpg,real,True,606
027675_crop.jpg,real,True,605
fake_celeba_proGAN_572.png,real,False,606
034990_crop.jpg,fake,False,605
000798_crop.jpg,real,True,605
034618_crop.jpg,real,True,606
fake_celeba_proGAN_4602.png,real,False,606
fake_celeba_proGAN_3192.png,fake,True,606
022088_crop.jpg,real,True,605
fake_celeba_proGAN_566.png,real,False,605
038647_crop.jpg,fake,False,605
009867_crop.jpg,real,True,605
fake_celeba_proGAN_3435.png,real,False,605
fake_celeba_proGAN_1961.png,fake,True,606
fake_celeba_proGAN_1593.png,real,False,605
032427_crop.jpg,real,True,606
fake_celeba_proGAN_3810.png,real,False,606
fake_celeba_proGAN_3384.png,real,False,605
fake_celeba_proGAN_2703.png,real,False,606
fake_celeba_proGAN_2298.png,real,False,605
034990_crop.jpg,fake,False,606
013908_crop.jpg,real,True,605
025960_crop.jpg,real,True,605
000798_crop.jpg,real,True,606
fake_celeba_proGAN_1785.png,real,False,606
024585_crop.jpg,real,True,605
006549_crop.jpg,fake,False,606
035370_crop.jpg,real,True,605
fake_celeba_proGAN_3637.png,fake,True,605
fake_celeba_proGAN_566.png,fake,True,606
fake_celeba_proGAN_2273.png,fake,True,605
038647_crop.jpg,fake,False,606
fake_celeba_proGAN_4616.png,fake,True,605
fake_celeba_proGAN_3409.png,real,False,605
034650_crop.jpg,real,True,605
fake_celeba_proGAN_1264.png,real,False,605
005602_crop.jpg,fake,False,605
fake_celeba_proGAN_957.png,real,False,606
005673_crop.jpg,real,True,605
fake_celeba_proGAN_3384.png,real,False,606
fake_celeba_proGAN_1193.png,real,False,605
fake_celeba_proGAN_1752.png,real,False,605
038678_crop.jpg,real,True,606
fake_celeba_proGAN_1785.png,real,False,605
006549_crop.jpg,real,True,605
fake_celeba_proGAN_1975.png,real,False,606
007977_crop.jpg,real,True,606
039324_crop.jpg,fake,False,606
021379_crop.jpg,real,True,605
012344_crop.jpg,real,True,605
fake_celeba_proGAN_957.png,real,False,605
039670_crop.jpg,real,True,605
fake_celeba_proGAN_1752.png,fake,True,606
fake_celeba_proGAN_1008.png,real,False,605
032793_crop.jpg,fake,False,605
027675_crop.jpg,real,True,606
041141_crop.jpg,real,True,605
fake_celeba_proGAN_1236.png,real,False,605
fake_celeba_proGAN_1183.png,real,False,605
022088_crop.jpg,real,True,606
036335_crop.jpg,real,True,605
009867_crop.jpg,fake,False,606
011026_crop.jpg,fake,False,605
041469_crop.jpg,real,True,605
fake_celeba_proGAN_3435.png,real,False,606
